Gender,Age,SeniorCitizen,Married,NumberofDependents,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,SatisfactionScore,ServiceCount,AvgChargePerTenureMonth,CLTV
Female,51,No,Yes,1,5,13,Offer D,Yes,19.63,No,Yes,DSL,12,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54.15,701.05,0.0,0,255.19,3,3,53.926923076923075,4977
Male,61,No,No,0,0,6,Offer E,Yes,39.32,No,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,523.5,0.0,0,235.92,2,3,87.25,3420
Female,77,Yes,No,0,0,2,No Offer,Yes,23.46,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,158.4,0.0,0,46.92,3,1,79.2,3350
Female,26,No,Yes,2,6,72,No Offer,Yes,18.14,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,23.3,1623.15,0.0,0,1306.08,5,0,22.543750000000003,4152
Male,63,No,No,0,0,11,Offer D,Yes,44.53,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,237.3,0.0,0,489.83,4,0,21.572727272727274,2642
Female,51,No,No,0,0,1,No Offer,Yes,43.49,Yes,Yes,Cable,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,49.95,0.0,0,43.49,2,1,49.95,2041
Male,54,No,No,0,0,52,No Offer,Yes,20.8,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.3,5731.4,3.85,60,1081.6,4,6,110.21923076923076,5624
Female,44,No,Yes,0,8,68,No Offer,No,0.0,No,Yes,DSL,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.3,4109.0,0.0,0,0.0,4,7,60.4264705882353,4864
Female,49,No,Yes,0,10,63,Offer B,Yes,20.37,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.75,6871.7,0.0,0,1283.31,5,7,109.07460317460317,4582
Female,68,Yes,No,0,0,45,Offer B,Yes,6.9,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,4459.8,0.0,0,310.5,4,4,99.10666666666667,2636
Female,53,No,No,0,0,1,Offer E,Yes,26.06,No,Yes,Fiber Optic,3,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.3,75.3,0.0,0,26.06,1,2,75.3,2176
Female,20,No,Yes,0,8,72,No Offer,Yes,37.45,Yes,Yes,DSL,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,92.4,6786.1,0.0,150,2696.4,3,7,94.2513888888889,5527
Male,60,No,No,0,0,31,No Offer,Yes,42.05,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.15,2640.55,0.0,0,1303.55,3,2,85.17903225806452,3031
Female,37,No,Yes,5,5,27,Offer C,Yes,19.32,No,Yes,DSL,30,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.85,1336.15,0.0,0,521.64,3,2,49.48703703703704,5580
Male,26,No,No,0,0,27,No Offer,Yes,20.66,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4,529.8,0.0,0,557.82,5,0,19.62222222222222,3792
Male,53,No,No,0,0,35,Offer C,Yes,25.04,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.35,2636.05,0.0,0,876.4,3,1,75.3157142857143,2785
Female,52,No,Yes,0,6,72,No Offer,Yes,42.64,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0.0,0,3070.08,3,8,89.84166666666667,6091
Male,72,Yes,Yes,0,6,44,Offer B,Yes,14.65,Yes,Yes,Fiber Optic,30,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.2,4040.2,0.0,0,644.6,4,3,91.82272727272726,2925
Male,49,No,Yes,0,0,67,No Offer,Yes,42.77,Yes,Yes,DSL,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.7,5293.4,0.0,0,2865.59,1,6,79.00597014925373,6289
Female,64,No,Yes,1,1,53,Offer B,Yes,28.36,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,5566.4,0.0,0,1503.08,3,7,105.02641509433961,4190
Female,48,No,Yes,4,1,54,No Offer,Yes,41.93,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.35,1092.35,0.0,0,2264.22,3,0,20.2287037037037,5646
Male,42,No,Yes,3,7,61,Offer B,Yes,31.49,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.4,1226.45,0.0,0,1920.89,3,0,20.105737704918035,5897
Male,58,No,No,0,0,1,No Offer,Yes,6.44,No,Yes,DSL,4,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,51.25,51.25,0.0,0,6.44,1,2,51.25,2180
Female,41,No,No,0,0,63,Offer B,Yes,40.34,No,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,90.05,5817.0,0.0,0,2541.42,3,4,92.33333333333333,4039
Male,21,No,Yes,0,7,70,Offer A,No,0.0,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.5,4144.8,23.72,0,0.0,4,7,59.21142857142858,4031
Female,27,No,No,0,0,19,No Offer,No,0.0,No,Yes,DSL,48,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,44.85,893.55,0.0,0,0.0,3,4,47.02894736842105,5182
Male,38,No,Yes,0,9,55,Offer B,Yes,6.63,No,Yes,DSL,23,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,58.6,3068.6,0.0,0,364.65,3,4,55.79272727272727,6231
Female,59,No,Yes,0,1,6,Offer E,Yes,6.94,No,Yes,DSL,28,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,270.8,0.0,0,41.64,1,2,45.13333333333333,5271
Male,43,No,Yes,0,6,8,No Offer,Yes,23.18,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,24.4,203.95,0.0,0,185.44,5,0,25.49375,2028
Female,34,No,No,0,0,8,No Offer,Yes,36.39,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.1,679.3,0.0,0,291.12,1,2,84.9125,5071
Female,64,No,Yes,3,9,72,No Offer,Yes,6.9,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.7,1482.3,0.0,0,496.8,5,0,20.5875,4528
Male,38,No,Yes,2,1,69,No Offer,Yes,42.9,No,Yes,Fiber Optic,24,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.35,7261.75,0.0,0,2960.1,4,7,105.2427536231884,6315
Male,46,No,No,0,0,17,No Offer,Yes,31.6,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1,279.5,0.0,0,537.2,4,0,16.441176470588236,2185
Male,51,No,Yes,0,8,67,No Offer,Yes,46.89,No,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.05,7321.05,0.0,0,3141.63,3,8,109.26940298507463,6103
Male,40,No,No,0,0,68,No Offer,Yes,49.42,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.1,7149.35,0.0,0,3360.56,3,6,105.1375,5228
Male,20,No,No,2,0,27,No Offer,Yes,30.36,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.15,537.35,0.0,0,819.72,3,0,19.901851851851852,4004
Male,77,Yes,No,0,0,1,No Offer,Yes,49.6,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0.0,10,49.6,1,2,88.8,3106
Female,38,No,No,0,0,9,No Offer,Yes,15.62,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.15,416.45,0.0,0,140.58,1,1,46.27222222222222,3757
Male,70,Yes,Yes,0,5,4,No Offer,Yes,6.03,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,280.35,30.75,0,24.12,5,1,70.0875,4444
Female,55,No,No,0,0,47,No Offer,Yes,26.35,No,Yes,Cable,5,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.9,2813.05,0.0,0,1238.45,4,4,59.85212765957447,5774
Female,57,No,Yes,0,6,59,No Offer,Yes,14.49,Yes,Yes,Cable,25,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5,3801.3,0.0,0,854.91,3,4,64.42881355932204,5631
Male,20,No,No,0,0,4,No Offer,Yes,41.94,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,78.3,0.0,0,167.76,3,0,19.575,4987
Female,28,No,Yes,0,8,41,Offer B,Yes,18.84,Yes,Yes,Cable,26,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,78.35,3211.2,0.0,0,772.44,3,5,78.32195121951219,2894
Female,41,No,No,0,0,72,Offer A,Yes,19.6,Yes,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,8405.0,0.0,0,1411.2,3,8,116.73611111111111,5905
Female,35,No,No,0,0,10,Offer D,Yes,37.36,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,973.25,0.0,0,373.6,1,5,97.325,5561
Male,19,No,Yes,3,10,52,No Offer,Yes,40.76,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.2,1054.75,0.0,0,2119.52,5,0,20.283653846153847,4203
Male,57,No,No,0,0,1,No Offer,Yes,22.03,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,0.0,0,22.03,2,1,69.35,2843
Male,62,No,Yes,2,4,72,Offer A,Yes,44.0,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.5,6130.85,0.0,0,3168.0,5,3,85.15069444444445,6202
Male,54,No,No,0,0,1,No Offer,Yes,8.02,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.5,19.5,0.0,0,8.02,5,0,19.5,3753
Female,75,Yes,No,0,0,6,Offer E,Yes,8.91,No,Yes,Fiber Optic,27,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,0.0,20,53.46,1,1,72.35000000000001,3964
Male,23,No,No,0,0,24,No Offer,Yes,27.97,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0.0,0,671.28,3,4,90.21041666666667,2050
Male,34,No,No,0,0,10,No Offer,Yes,49.58,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.85,435.4,0.0,0,495.8,2,1,43.54,4061
Female,50,No,No,0,0,22,Offer D,Yes,10.25,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,450.65,0.0,0,225.5,5,0,20.48409090909091,3171
Female,26,No,No,0,0,8,No Offer,Yes,5.27,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,140.95,0.0,0,42.16,4,0,17.61875,5066
Male,62,No,No,0,0,29,Offer C,Yes,48.2,No,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.8,2807.1,0.0,0,1397.8,5,6,96.79655172413793,4580
Female,26,No,Yes,2,6,38,No Offer,Yes,2.86,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,781.25,0.0,0,108.68,4,0,20.55921052631579,5587
Male,32,No,Yes,1,1,72,No Offer,No,0.0,No,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,65.65,4664.5,0.0,60,0.0,3,7,64.78472222222223,4934
Male,40,No,Yes,1,1,51,Offer B,Yes,28.96,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,1086.75,0.0,0,1476.96,4,0,21.308823529411764,5974
Male,35,No,Yes,0,1,17,No Offer,Yes,13.68,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,1214.05,0.0,0,232.56,1,1,71.41470588235293,4469
Female,46,No,No,0,0,13,No Offer,No,0.0,No,Yes,Cable,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.05,347.25,0.0,0,0.0,2,2,26.71153846153846,5131
Female,52,No,No,0,0,51,No Offer,No,0.0,No,Yes,DSL,24,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,56.4,2928.5,0.0,0,0.0,4,6,57.42156862745098,4380
Male,76,Yes,Yes,0,3,46,No Offer,Yes,49.11,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,1,5,98.72173913043478,5712
Female,20,No,Yes,2,0,10,Offer D,Yes,6.5,Yes,Yes,Fiber Optic,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,858.6,0.0,0,65.0,3,3,85.86,4922
Female,41,No,Yes,3,7,50,No Offer,Yes,47.48,No,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.05,5153.5,0.0,0,2374.0,4,6,103.07,5905
Female,28,No,Yes,0,8,17,Offer D,Yes,8.74,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.75,418.25,0.0,0,148.58,4,0,24.602941176470587,3646
Female,35,No,No,0,0,17,No Offer,Yes,4.38,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.15,353.65,0.0,0,74.46,5,0,20.802941176470586,4650
Male,57,No,Yes,0,6,37,No Offer,Yes,27.41,Yes,Yes,DSL,10,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.05,2030.75,0.0,0,1014.17,5,2,54.88513513513514,3839
Male,33,No,No,0,0,3,No Offer,Yes,2.78,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45,69.25,0.0,0,8.34,4,0,23.083333333333332,2787
Female,56,No,Yes,1,7,61,No Offer,Yes,34.84,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.2,1445.2,0.0,0,2125.24,3,0,23.691803278688525,6201
Female,54,No,No,0,0,44,No Offer,Yes,40.17,Yes,Yes,Fiber Optic,6,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3862.55,0.0,0,1767.48,2,3,87.78522727272728,3997
Female,46,No,No,3,0,35,No Offer,Yes,12.56,No,Yes,DSL,56,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,55.6,2016.45,0.0,0,439.6,3,3,57.612857142857145,5964
Male,40,No,No,0,0,5,Offer E,Yes,42.52,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.65,93.55,0.0,0,212.6,4,0,18.71,5597
Male,34,No,No,2,0,9,Offer E,Yes,45.83,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,184.1,0.0,0,412.47,4,0,20.455555555555556,4195
Female,57,No,No,0,0,10,No Offer,Yes,2.84,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,198.25,0.0,0,28.4,3,0,19.825,5270
Female,41,No,No,0,0,7,No Offer,Yes,39.59,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,129.15,0.0,0,277.13,5,0,18.45,4208
Male,71,Yes,No,0,0,55,No Offer,No,0.0,No,Yes,DSL,23,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,50.05,2743.45,0.0,0,0.0,4,4,49.880909090909086,4932
Male,38,No,No,0,0,60,Offer B,No,0.0,No,Yes,DSL,25,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,0,0.0,3,4,40.40833333333333,5544
Female,65,Yes,Yes,0,10,65,Offer B,Yes,36.49,No,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.85,6725.5,0.0,0,2371.85,4,7,103.46923076923076,4872
Female,57,No,No,0,0,19,Offer D,Yes,40.22,No,Yes,Cable,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.2,1093.4,0.0,0,764.18,5,3,57.54736842105264,3384
Female,65,Yes,Yes,0,1,29,No Offer,Yes,22.33,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,2952.85,0.0,0,647.57,1,5,101.82241379310345,3179
Male,54,No,Yes,3,9,53,No Offer,Yes,27.93,Yes,Yes,DSL,57,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69.7,3686.05,0.0,0,1480.29,3,5,69.54811320754717,4975
Male,53,No,Yes,0,0,5,Offer E,Yes,31.76,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.35,126.05,0.0,0,158.8,1,0,25.21,3864
Female,43,No,Yes,3,10,71,Offer A,Yes,41.71,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.55,6239.05,0.0,0,2961.41,4,8,87.87394366197184,6009
Female,27,No,Yes,1,1,4,No Offer,Yes,39.89,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.85,62.9,0.0,0,159.56,5,0,15.725,3172
Female,40,No,Yes,0,9,41,Offer B,Yes,8.44,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.65,875.55,0.0,0,346.04,3,0,21.35487804878049,5062
Male,39,No,Yes,2,2,67,Offer A,No,0.0,No,Yes,DSL,17,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,50.9,3281.65,0.0,0,0.0,4,5,48.97985074626866,5281
Male,37,No,Yes,0,8,14,Offer D,Yes,45.57,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.65,1185.0,0.0,0,637.98,5,3,84.64285714285714,4965
Male,55,No,Yes,3,7,10,No Offer,Yes,13.83,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.05,218.5,0.0,0,138.3,4,0,21.85,2049
Male,60,No,No,0,0,35,Offer C,Yes,49.61,No,Yes,Fiber Optic,26,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.2,3251.3,0.0,0,1736.35,4,5,92.89428571428572,4446
Female,58,No,Yes,0,1,9,Offer E,Yes,22.0,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.75,865.8,0.0,0,198.0,1,4,96.19999999999999,4176
Male,65,Yes,No,0,0,12,Offer D,Yes,28.63,No,Yes,Cable,7,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,44.58,80,343.56,1,3,85.8125,5565
Male,32,No,Yes,0,4,71,No Offer,Yes,15.12,Yes,Yes,DSL,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.2,5956.85,0.0,0,1073.52,4,7,83.8992957746479,4753
Male,75,Yes,No,0,0,31,No Offer,Yes,46.71,Yes,Yes,Fiber Optic,24,No,Yes,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,90.7,2845.15,0.0,100,1448.01,5,2,91.77903225806452,3493
Female,52,No,No,0,0,3,No Offer,Yes,17.01,No,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.4,293.15,0.0,0,51.03,3,5,97.71666666666665,2813
Male,57,No,Yes,2,4,42,Offer B,Yes,9.33,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,854.9,0.0,0,391.86,4,0,20.354761904761904,4439
Female,41,No,Yes,0,9,72,Offer A,Yes,9.6,Yes,Yes,Fiber Optic,25,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.35,6563.4,0.0,0,691.2,3,4,91.15833333333333,5794
Female,65,Yes,No,0,0,4,No Offer,Yes,36.93,No,Yes,Fiber Optic,18,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,292.8,0.0,0,147.72,3,2,73.2,5301
Male,49,No,No,0,0,4,No Offer,Yes,23.04,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,117.8,0.0,0,92.16,3,0,29.45,5018
Male,52,No,Yes,0,9,42,No Offer,Yes,41.16,Yes,Yes,Fiber Optic,11,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.4,4014.6,0.0,0,1728.72,3,5,95.58571428571429,2662
Male,48,No,Yes,0,1,68,Offer A,Yes,23.67,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.15,7856.0,0.0,0,1609.56,1,8,115.52941176470588,4610
Male,76,Yes,Yes,0,0,64,No Offer,Yes,29.43,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.65,1740.8,0.0,0,1883.52,5,0,27.2,6469
Female,62,No,Yes,3,3,54,Offer B,Yes,42.35,Yes,Yes,Fiber Optic,76,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.1,5645.8,0.0,0,2286.9,4,6,104.55185185185185,5795
Male,56,No,Yes,0,3,37,No Offer,Yes,2.15,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.35,697.65,45.07,0,79.55,4,0,18.855405405405406,3078
Male,80,Yes,Yes,0,3,71,Offer A,Yes,37.25,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,1789.65,0.0,0,2644.75,5,0,25.206338028169014,5341
Female,59,No,Yes,0,6,55,Offer B,Yes,24.93,No,Yes,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.75,5276.1,0.0,0,1371.15,4,5,95.92909090909092,6021
Male,37,No,No,0,0,64,No Offer,Yes,45.82,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.4,6692.65,0.0,0,2932.48,4,6,104.57265625,5617
Female,35,No,Yes,0,10,72,Offer A,Yes,29.0,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,8182.75,0.0,0,2088.0,3,8,113.64930555555556,5411
Female,22,No,No,0,0,65,No Offer,Yes,26.83,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,6744.25,0.0,0,1743.95,5,6,103.75769230769231,5742
Female,50,No,No,0,0,11,No Offer,Yes,1.87,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2,245.15,0.0,0,20.57,4,0,22.286363636363635,4998
Female,62,No,No,0,0,53,Offer B,Yes,10.32,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,18.7,1005.7,0.0,0,546.96,5,0,18.975471698113207,4116
Male,21,No,Yes,0,1,3,Offer E,Yes,29.29,No,Yes,Cable,52,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.15,168.15,0.0,0,87.87,1,4,56.050000000000004,2539
Male,49,No,No,5,0,14,No Offer,Yes,40.66,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,268.4,0.0,0,569.24,5,0,19.17142857142857,5770
Female,72,Yes,No,0,0,5,Offer E,Yes,36.27,No,Yes,Fiber Optic,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.7,374.8,0.0,0,181.35,4,3,74.96000000000001,3468
Male,66,Yes,No,0,0,68,No Offer,Yes,19.67,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,6503.2,0.0,0,1337.56,3,4,95.63529411764705,5080
Male,65,Yes,Yes,0,6,19,No Offer,No,0.0,No,Yes,DSL,14,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.3,577.15,0.0,0,0.0,5,3,30.376315789473683,4615
Female,22,No,No,0,0,21,Offer D,Yes,6.12,No,Yes,Fiber Optic,51,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,1956.4,0.0,0,128.52,3,6,93.16190476190476,5324
Male,69,Yes,Yes,0,2,23,No Offer,Yes,45.83,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.75,485.2,37.64,0,1054.09,5,0,21.09565217391304,3418
Male,34,No,No,0,0,2,No Offer,Yes,16.76,No,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.65,167.3,0.0,0,33.52,3,5,83.65,5332
