Gender,Age,SeniorCitizen,Married,NumberofDependents,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,SatisfactionScore,ServiceCount,AvgChargePerTenureMonth,CLTV
Male,59,No,No,0,0,13,Offer D,Yes,18.73,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,243.65,0.0,0,243.49,4,0,18.742307692307694,2884
Male,29,No,Yes,0,3,49,No Offer,Yes,42.19,Yes,Yes,Cable,52,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.35,2633.95,0.0,0,2067.31,3,2,53.754081632653055,5601
Female,19,No,No,0,0,18,Offer D,Yes,2.76,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.1,1247.75,0.0,150,49.68,5,0,69.31944444444444,4911
Male,42,No,Yes,0,7,68,Offer A,No,0.0,No,Yes,Cable,16,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.1,3794.5,0.0,0,0.0,3,6,55.8014705882353,4601
Male,27,No,No,0,0,54,No Offer,Yes,25.72,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1008.7,0.0,0,1388.88,5,0,18.67962962962963,5708
Male,22,No,Yes,0,2,71,Offer A,Yes,18.04,Yes,Yes,DSL,41,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,80.4,5727.15,0.0,0,1280.84,3,7,80.66408450704225,5228
Female,56,No,Yes,1,2,67,Offer A,Yes,48.75,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.25,1372.9,0.0,0,3266.25,4,0,20.491044776119406,5154
Female,46,No,Yes,3,1,14,Offer D,Yes,26.58,Yes,Yes,Fiber Optic,53,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,1203.9,0.0,0,372.12,3,2,85.99285714285715,2452
Female,48,No,No,1,0,63,No Offer,Yes,24.32,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,1215.1,0.0,0,1532.16,5,0,19.287301587301585,4370
Female,36,No,No,0,0,41,No Offer,Yes,36.93,Yes,Yes,DSL,30,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.6,2877.05,0.0,0,1514.13,4,5,70.1719512195122,4572
Female,46,No,Yes,0,10,17,Offer D,Yes,9.22,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,92.6,1579.7,0.0,0,156.74,4,4,92.9235294117647,4756
Male,28,No,Yes,0,7,56,No Offer,Yes,46.9,Yes,Yes,Fiber Optic,48,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,5514.95,0.0,0,2626.4,3,5,98.48125,4847
Female,49,No,No,0,0,5,No Offer,Yes,24.53,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.55,96.1,0.0,0,122.65,3,0,19.22,5967
Female,28,No,Yes,0,5,3,No Offer,Yes,41.9,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6,55.25,0.0,0,125.7,3,0,18.416666666666668,2941
Male,42,No,No,0,0,37,Offer C,Yes,13.04,Yes,Yes,DSL,14,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,67.45,2443.3,0.0,0,482.48,3,5,66.03513513513514,5042
Male,44,No,No,0,0,8,No Offer,Yes,7.02,No,Yes,DSL,23,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,43.55,335.4,0.0,10,56.16,5,0,41.925,3266
Female,40,No,No,0,0,63,Offer B,Yes,19.01,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.85,7002.95,0.0,0,1197.63,5,7,111.15793650793651,5775
Female,61,No,Yes,1,7,7,No Offer,Yes,5.01,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,158.95,0.0,0,35.07,3,0,22.707142857142856,4058
Female,52,No,No,0,0,3,No Offer,Yes,17.01,No,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.4,293.15,0.0,0,51.03,3,5,97.71666666666665,2813
Male,19,No,Yes,1,3,72,Offer A,Yes,5.7,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.0,1493.75,0.0,0,410.4,5,0,20.74652777777778,4974
Female,57,No,No,0,0,19,Offer D,Yes,40.22,No,Yes,Cable,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.2,1093.4,0.0,0,764.18,5,3,57.54736842105264,3384
Female,60,No,Yes,0,9,59,Offer B,Yes,26.99,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,18.4,1057.85,0.0,0,1592.41,4,0,17.92966101694915,4375
Female,62,No,Yes,1,5,35,Offer C,Yes,24.76,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.75,882.55,0.0,0,866.6,5,0,25.215714285714284,4194
Male,64,No,No,0,0,14,Offer D,Yes,8.54,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,300.4,0.0,0,119.56,4,0,21.457142857142856,2847
Female,29,No,Yes,2,7,69,Offer A,Yes,8.39,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1436.95,0.0,0,578.91,5,0,20.82536231884058,5423
Male,64,No,Yes,0,4,69,Offer A,Yes,44.33,No,Yes,Cable,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.75,5388.15,0.0,0,3058.77,4,6,78.0891304347826,5839
Female,56,No,Yes,0,10,72,Offer A,Yes,26.04,Yes,Yes,Cable,6,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.95,5730.15,0.0,0,1874.88,5,6,79.58541666666666,5050
Female,61,No,Yes,1,8,4,No Offer,Yes,44.64,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.3,217.1,0.0,0,178.56,3,2,54.275,3147
Male,30,No,Yes,2,9,63,Offer B,Yes,18.88,No,Yes,Fiber Optic,48,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.3,4896.35,0.0,40,1189.44,4,2,77.71984126984128,5157
Male,52,No,No,0,0,72,Offer A,Yes,3.43,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1434.1,0.0,0,246.96,5,0,19.918055555555554,4790
Female,42,No,No,0,0,46,Offer B,Yes,32.78,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,21.1,937.1,0.0,0,1507.88,5,0,20.371739130434783,4791
Male,53,No,Yes,0,10,30,Offer C,Yes,23.16,No,Yes,DSL,6,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.0,1474.9,0.0,0,694.8,4,2,49.163333333333334,4715
Male,52,No,No,0,0,63,Offer B,Yes,48.75,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.75,6536.5,0.0,0,3071.25,5,6,103.75396825396825,5882
Female,53,No,No,0,0,60,Offer B,Yes,31.12,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1128.1,0.0,0,1867.2,4,0,18.801666666666666,6213
Male,26,No,Yes,3,0,25,Offer C,Yes,11.79,No,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2199.05,0.0,0,294.75,3,3,87.962,3153
Male,61,No,No,0,0,22,Offer D,Yes,4.79,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,566.5,0.0,0,105.38,4,0,25.75,3403
Female,58,No,Yes,0,9,31,Offer C,Yes,28.52,Yes,Yes,DSL,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.55,2471.6,0.0,0,884.12,4,6,79.7290322580645,3491
Female,64,No,Yes,5,7,39,Offer C,Yes,40.68,No,Yes,Fiber Optic,76,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.5,3107.3,0.0,0,1586.52,5,3,79.67435897435898,2042
Male,31,No,No,0,0,26,Offer C,Yes,31.73,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.9,518.3,0.0,0,824.98,3,0,19.934615384615384,5895
Male,54,No,No,0,0,12,Offer D,Yes,45.8,Yes,Yes,DSL,4,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.25,832.3,0.0,0,549.6,3,4,69.35833333333333,4334
Female,52,No,No,0,0,2,No Offer,Yes,25.92,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,45.3,0.0,0,51.84,3,0,22.65,5994
Male,40,No,No,0,0,39,Offer C,No,0.0,No,Yes,DSL,13,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,45.05,1790.6,0.0,0,0.0,3,4,45.91282051282051,4003
Female,37,No,Yes,1,8,7,No Offer,No,0.0,No,Yes,Cable,17,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34.65,246.6,0.0,0,0.0,3,3,35.22857142857143,5996
Female,39,No,No,0,0,55,Offer B,Yes,22.34,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,4509.5,0.0,0,1228.7,3,3,81.99090909090908,5167
Male,43,No,Yes,0,7,72,No Offer,Yes,42.16,No,Yes,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.4,5480.25,0.0,0,3035.52,3,6,76.11458333333333,4171
Female,62,No,Yes,0,6,10,Offer D,Yes,37.08,No,Yes,Cable,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,67.8,653.15,0.0,0,370.8,5,5,65.315,2709
Female,24,No,Yes,3,7,15,Offer D,Yes,24.27,No,Yes,Cable,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.3,639.45,0.0,0,364.05,5,1,42.63,3103
Female,48,No,Yes,1,1,23,Offer D,Yes,39.59,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,478.75,0.0,0,910.57,4,0,20.815217391304348,4698
Male,46,No,No,3,0,1,No Offer,Yes,7.66,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,7.66,3,0,20.05,4221
Male,23,No,Yes,2,1,47,Offer B,Yes,15.59,No,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.1,4391.45,0.0,0,732.73,3,6,93.43510638297872,5793
Female,36,No,No,0,0,15,No Offer,Yes,23.56,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,270.6,0.0,0,353.4,5,0,18.040000000000003,4818
Male,39,No,No,0,0,21,No Offer,No,0.0,No,Yes,DSL,9,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36.0,780.15,0.0,0,0.0,4,3,37.15,3378
Female,62,No,Yes,0,1,56,Offer B,Yes,39.72,Yes,Yes,DSL,11,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2,3512.15,0.0,0,2224.32,3,3,62.71696428571429,4775
Female,28,No,Yes,1,1,6,Offer E,Yes,24.83,Yes,Yes,Cable,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,0.0,0,148.98,3,1,45.541666666666664,3061
Male,30,No,Yes,0,1,42,Offer B,Yes,17.31,Yes,Yes,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.45,3375.9,0.0,0,727.02,3,6,80.37857142857143,4397
Female,55,No,Yes,3,1,68,No Offer,Yes,18.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7508.55,0.0,0,1252.56,4,7,110.41985294117647,6391
Male,59,No,Yes,3,1,48,Offer B,Yes,20.73,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.3,1245.05,0.0,0,995.04,3,0,25.938541666666666,2111
Female,31,No,Yes,3,0,63,Offer B,Yes,41.84,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,1263.85,0.0,0,2635.92,4,0,20.06111111111111,4566
Male,24,No,No,0,0,17,No Offer,Yes,34.02,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,385.55,0.0,0,578.34,3,0,22.679411764705883,2842
Male,41,No,Yes,1,1,4,Offer E,Yes,39.04,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,84.2,0.0,0,156.16,4,0,21.05,5279
Female,51,No,No,3,0,62,Offer B,Yes,2.83,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.0,1638.7,0.0,0,175.46,3,0,26.43064516129032,4535
Female,45,No,Yes,0,1,2,Offer E,Yes,7.7,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,120.25,0.0,20,15.4,3,0,60.125,4917
Male,33,No,Yes,0,1,48,Offer B,Yes,6.1,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.9,4473.45,0.0,0,292.8,4,5,93.19687499999999,2613
Male,53,No,Yes,0,1,27,Offer C,Yes,44.19,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,520.55,0.0,0,1193.13,4,0,19.27962962962963,4430
Female,28,No,Yes,0,4,70,No Offer,Yes,39.78,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.4,5717.85,0.0,0,2784.6,5,7,81.68357142857144,6367
Male,44,No,Yes,0,1,46,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,4312.5,0.0,0,465.98,4,4,93.75,4120
Male,35,No,Yes,2,9,69,No Offer,Yes,42.45,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,95.75,6511.25,0.0,0,2929.05,4,4,94.3659420289855,5561
Male,34,No,No,0,0,65,Offer B,Yes,44.7,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1218.65,0.0,0,2905.5,5,0,18.74846153846154,4309
Male,46,No,No,0,0,17,No Offer,Yes,31.6,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1,279.5,0.0,0,537.2,4,0,16.441176470588236,2185
Male,23,No,Yes,0,2,51,Offer B,Yes,39.32,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.55,5720.35,0.0,0,2005.32,4,7,112.16372549019609,4053
Male,40,No,Yes,0,5,51,Offer B,Yes,9.53,No,Yes,DSL,10,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,60.5,3121.45,0.0,0,486.03,3,4,61.20490196078431,4994
Female,52,No,Yes,0,6,72,No Offer,Yes,42.64,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0.0,0,3070.08,3,8,89.84166666666667,6091
Male,31,No,No,0,0,34,Offer C,Yes,36.52,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,675.6,0.0,0,1241.68,3,0,19.870588235294118,4136
Male,39,No,Yes,0,10,67,No Offer,No,0.0,No,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.95,3521.7,0.0,0,0.0,3,6,52.56268656716418,6395
Female,56,No,Yes,0,3,49,No Offer,Yes,22.1,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,923.1,0.0,0,1082.9,5,0,18.838775510204083,5579
Male,38,No,Yes,3,8,53,No Offer,Yes,25.32,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1110.35,0.0,0,1341.96,3,0,20.95,4497
Male,55,No,No,0,0,27,No Offer,Yes,33.94,Yes,Yes,Cable,25,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,1611.65,0.0,0,916.38,4,3,59.69074074074074,4818
Male,46,No,No,0,0,69,No Offer,Yes,3.24,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.5,5553.25,0.0,0,223.56,4,7,80.48188405797102,5286
Female,51,No,Yes,2,4,2,Offer E,No,0.0,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.05,44.75,0.0,0,0.0,4,2,22.375,4998
Female,45,No,Yes,0,6,46,No Offer,Yes,44.75,No,Yes,DSL,27,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.6,3231.05,0.0,0,2058.5,3,6,70.24021739130436,5433
Female,39,No,No,0,0,54,No Offer,Yes,31.55,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5129.45,0.0,0,1703.7,5,5,94.9898148148148,4971
Male,53,No,No,0,0,20,No Offer,Yes,33.14,Yes,Yes,DSL,17,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.2,1191.2,0.0,130,662.8,3,2,59.56,5924
Male,20,No,No,0,0,11,No Offer,Yes,13.55,No,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9,866.4,0.0,0,149.05,4,2,78.76363636363637,4278
Male,56,No,Yes,0,4,68,No Offer,Yes,11.94,No,Yes,DSL,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,70.95,4741.45,0.0,0,811.92,3,6,69.72720588235293,5036
Female,39,No,No,0,0,1,Offer E,Yes,37.5,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,43.8,0.0,0,37.5,5,1,43.8,4633
Male,36,No,Yes,0,1,63,No Offer,No,0.0,No,Yes,Cable,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.0,3707.6,0.0,0,0.0,3,7,58.85079365079365,5639
Female,58,No,No,0,0,3,Offer E,Yes,29.51,No,Yes,Cable,17,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95,220.45,0.0,30,88.53,5,4,73.48333333333333,2754
Female,25,No,No,0,0,48,No Offer,Yes,13.67,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.35,1133.7,0.0,0,656.16,5,0,23.618750000000002,4200
Male,45,No,No,0,0,66,No Offer,No,0.0,No,Yes,Cable,15,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,29.45,1983.15,0.0,0,0.0,3,2,30.047727272727276,5112
Female,44,No,Yes,1,3,68,No Offer,Yes,24.94,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,84.4,5746.75,0.0,0,1695.92,5,3,84.51102941176471,5045
Female,20,No,Yes,0,2,7,Offer E,Yes,41.64,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,134.05,0.0,0,291.48,4,0,19.150000000000002,3575
Male,48,No,Yes,0,5,72,No Offer,Yes,12.02,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.1,6230.1,0.0,0,865.44,3,8,86.52916666666667,5993
Female,46,No,Yes,0,0,29,No Offer,Yes,5.69,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.85,573.05,0.0,0,165.01,4,0,19.760344827586206,2712
Male,56,No,Yes,0,4,37,No Offer,Yes,6.99,No,Yes,Fiber Optic,22,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.35,3419.3,0.0,150,258.63,3,4,92.41351351351352,3347
Female,57,No,Yes,0,6,59,No Offer,Yes,14.49,Yes,Yes,Cable,25,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5,3801.3,0.0,0,854.91,3,4,64.42881355932204,5631
Female,29,No,No,0,0,27,No Offer,Yes,1.31,No,Yes,Cable,53,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.15,1439.35,0.0,0,35.37,3,3,53.30925925925926,3056
Male,36,No,Yes,0,1,17,No Offer,No,0.0,No,Yes,Cable,10,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.4,592.75,0.0,0,0.0,3,3,34.86764705882353,4207
Male,31,No,Yes,0,9,58,No Offer,Yes,18.68,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1185.95,0.0,0,1083.44,5,0,20.44741379310345,4927
Male,29,No,Yes,0,9,1,No Offer,Yes,43.57,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,18.8,18.8,0.0,0,43.57,3,0,18.8,5160
Female,50,No,No,0,0,53,No Offer,Yes,2.51,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.8,4921.2,0.0,60,133.03,3,3,92.85283018867923,5249
Male,21,No,No,0,0,35,No Offer,Yes,39.84,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.6,901.25,0.0,0,1394.4,4,0,25.75,2980
Male,35,No,Yes,0,1,68,No Offer,Yes,11.12,Yes,Yes,Cable,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,70.8,4859.95,0.0,0,756.16,4,5,71.46985294117647,5540
Male,20,No,Yes,0,1,47,No Offer,Yes,10.07,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.4,1139.2,0.0,0,473.29,3,0,24.238297872340425,3159
Female,51,No,No,0,0,9,Offer E,Yes,42.41,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.85,663.55,0.0,0,381.69,5,1,73.72777777777777,4834
Female,41,No,No,0,0,8,Offer E,Yes,15.86,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.25,174.65,0.0,0,126.88,5,0,21.83125,2653
Male,40,No,No,0,0,14,No Offer,Yes,33.5,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.8,321.7,0.0,0,469.0,4,0,22.978571428571428,4527
Female,26,No,No,0,0,45,No Offer,Yes,33.73,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,115.65,5125.5,0.0,0,1517.85,3,8,113.9,3974
Female,21,No,No,0,0,8,Offer E,Yes,1.28,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.6,548.9,0.0,0,10.24,5,1,68.6125,2142
Male,40,No,Yes,2,7,66,No Offer,Yes,39.45,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0.0,0,2603.7,4,7,106.53484848484848,4663
Male,39,No,Yes,0,5,72,No Offer,Yes,42.55,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,72.1,5016.65,0.0,0,3063.6,3,5,69.67569444444445,4658
Female,47,No,Yes,2,4,23,No Offer,Yes,35.86,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.1,611.45,0.0,0,824.78,5,0,26.584782608695654,2267
Female,27,No,No,0,0,4,Offer E,Yes,6.5,Yes,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,319.85,0.0,0,26.0,3,2,79.9625,2841
Male,58,No,Yes,3,8,6,Offer E,Yes,31.73,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.4,153.3,0.0,0,190.38,3,0,25.55,2882
Male,64,No,Yes,0,7,56,No Offer,Yes,32.93,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,24.45,1431.65,0.0,0,1844.08,3,0,25.56517857142857,5623
Female,56,No,Yes,0,7,72,No Offer,Yes,39.98,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1849.2,0.0,0,2878.56,4,0,25.683333333333334,6126
Male,64,No,Yes,0,9,72,No Offer,Yes,16.58,Yes,Yes,DSL,30,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.25,6083.1,0.0,0,1193.76,3,7,84.48750000000001,6275
Male,60,No,Yes,3,10,23,No Offer,Yes,34.04,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,426.65,0.0,0,782.92,5,0,18.55,4617
Female,52,No,No,1,0,35,No Offer,Yes,38.82,Yes,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,50.15,1655.35,0.0,130,1358.7,3,0,47.29571428571428,5879
Male,54,No,Yes,0,5,12,No Offer,Yes,45.15,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,26.4,314.95,0.0,0,541.8,4,0,26.245833333333334,3277
Female,33,No,No,0,0,40,No Offer,Yes,8.36,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.15,804.85,0.0,0,334.4,5,0,20.12125,3915
